Start_Date,Start_Date_Close,End_Date,End_Date_Close,Difference,Difference_Percent_Change,Increase_Sum,Decrease_Sum,Dec_Inc_Ratio,Movement
2003-11-26,1058.449951,2003-12-04,1069.719971,11.270019999999931,0.010647664529959367,1302.6119999999994,994.7334100000003,0.7636452067077539,1
2005-11-30,1249.47998,2005-12-07,1257.369995,7.8900149999999485,0.006314638990854378,1321.4444899999992,1002.81001,0.7588741090441118,1
2011-07-27,1304.890015,2011-08-03,1260.339966,-44.550048999999944,-0.034140845962408524,662.8499199999999,3658.8912299999984,5.5199391590784215,-1
2015-09-02,1948.859985,2015-09-10,1952.290039,3.4300539999999273,0.0017600310060242358,686.3728699999998,3830.671430000001,5.581035611154039,1
