Start_Date,Start_Date_Close,End_Date,End_Date_Close,Difference,Difference_Percent_Change,Increase_Sum,Decrease_Sum,Dec_Inc_Ratio,Movement
1996-12-04,745.099976,1996-12-09,749.76001,4.660033999999996,0.006254239900821036,7003.717349999998,52.2494,0.007460238240482394,1
1997-01-22,786.22998,1997-01-27,765.02002,-21.20995999999991,-0.02697678864904123,470.3727699999999,468.77001999999993,0.9965925961232833,0
1997-03-12,804.26001,1997-03-17,795.710022,-8.549987999999985,-0.010630875455314489,281.80510999999984,3667.236929999996,13.013379814155954,0
1997-05-07,815.619995,1997-05-12,837.659973,22.03997800000002,0.027022361069017217,4273.23263,207.43374999999997,0.048542583088906154,1
1997-06-18,889.0599980000002,1997-06-23,878.6199949999999,-10.440003000000274,-0.011742742923408721,114.5577,7187.889510000004,62.74470864900398,0
1997-08-06,960.320007,1997-08-11,937.0,-23.320007000000032,-0.02428357925484732,132.641,4992.9716199999975,37.64274711439146,0
1997-09-17,943.0,1997-09-22,955.429993,12.429992999999968,0.013181328738069955,6464.293689999998,158.73452000000003,0.02455558605661063,1
1997-10-29,919.159973,1997-11-03,938.98999,19.830016999999998,0.021574064996844677,470.3727699999999,468.77001999999993,0.9965925961232833,1
1997-12-03,976.77002,1997-12-08,982.3699949999999,5.5999749999998585,0.005733156101576355,4434.150280000002,145.15088,0.03273476784372765,1
1998-01-21,970.809998,1998-01-26,956.9500119999999,-13.859986000000049,-0.014276723590149974,228.94327000000004,6061.296610000001,26.47510280603575,0
1998-03-18,1085.52002,1998-03-23,1095.550049,10.030029000000013,0.009239837879728846,4956.80418,367.96072,0.07423345902681998,1
1998-05-06,1104.920044,1998-05-11,1106.640015,1.7199709999999868,0.0015566474781047476,5193.708309999999,88.32679,0.01700649800258036,1
1998-06-17,1107.109985,1998-06-22,1103.209961,-3.9000240000000304,-0.003522706915158055,240.27459000000002,5928.855509999996,24.67533295967749,0
1998-08-05,1081.430054,1998-08-10,1083.140015,1.7099610000000212,0.0015812035125852173,4108.948370000002,64.24343,0.015635005411372443,1
1998-09-16,1045.47998,1998-09-21,1023.8900150000001,-21.589965000000007,-0.020650768463304294,279.85496000000006,3807.208639999995,13.604220700608607,0
1998-11-04,1118.670044,1998-11-09,1130.199951,11.529907000000094,0.010306798740022481,5454.390649999999,183.08446000000006,0.03356643697678678,1
