Start_Date,Start_Date_Close,End_Date,End_Date_Close,Difference,Difference_Percent_Change,Increase_Sum,Decrease_Sum,Dec_Inc_Ratio,Movement
1999-11-03,1354.930054,1999-11-10,1373.459961,18.529907000000094,0.013675914077849582,4995.664679999997,55.360629999999986,0.011081734573105899,1
2000-03-08,1366.699951,2000-03-15,1392.140015,25.440063999999893,0.018614227637445704,4878.4275400000015,115.55602000000002,0.02368714489505362,1
2000-06-14,1470.540039,2000-06-21,1479.130005,8.589966000000004,0.0058413683219678755,6433.248600000004,54.95339,0.008542090227944861,1
2000-08-09,1472.869995,2000-08-16,1479.849976,6.9799809999999525,0.0047390340109413065,10257.577899999991,43.04852999999999,0.004196753894503694,1
2000-09-20,1451.339966,2000-09-27,1426.569946,-24.77001999999993,-0.017067000551406253,622.0207099999998,3946.4152699999936,6.344507838010723,-1
2000-11-01,1421.219971,2000-11-08,1409.280029,-11.939941999999974,-0.008401192105117115,464.25470000000007,4825.37572,10.393811241975579,-1
2000-12-06,1351.459961,2000-12-13,1359.98999,8.530029000000013,0.006311714180335982,8673.169590000007,57.48272,0.00662764856647983,1
2001-01-17,1329.469971,2001-01-24,1364.300049,34.83007799999996,0.02619846913413282,11532.08442999998,101.68576999999999,0.008817640090760259,1
2001-03-07,1261.890015,2001-03-14,1166.709961,-95.18005399999993,-0.07542658462195688,389.60614,6447.933670000006,16.549876934691035,-1
2001-05-02,1267.430054,2001-05-09,1255.540039,-11.890014999999948,-0.00938120013998023,670.8115599999995,4654.754849999998,6.938990213585469,-1
2001-06-13,1241.599976,2001-06-20,1223.140015,-18.45996100000002,-0.014867881247446176,539.87198,2342.654239999999,4.339277322746031,-1
2001-08-08,1183.530029,2001-08-15,1178.02002,-5.510009000000082,-0.0046555717767935755,388.97181,3571.2798799999946,9.18133342362264,-1
2001-09-19,1016.099976,2001-09-26,1007.0399779999999,-9.059998000000064,-0.008916443474062305,487.6755900000001,1724.5916699999989,3.536350199525054,-1
2001-11-28,1128.52002,2001-12-05,1170.349976,41.82995600000004,0.03706620641076446,5311.457780000005,163.23073000000005,0.030731813517305206,1
2002-04-24,1093.140015,2002-05-01,1086.459961,-6.680053999999927,-0.0061108859874642206,725.0034300000003,782.9057399999997,1.0798648773289243,-1
2002-06-12,1020.26001,2002-06-19,1019.98999,-0.2700199999999313,-0.0002646580257516232,397.30238,3589.6685800000005,9.03510464749796,-1
2002-09-11,909.450012,2002-09-18,869.4600220000001,-39.98998999999992,-0.043971619629820755,509.8580500000002,8779.558850000009,17.219614067091822,-1
2003-01-15,918.219971,2003-01-23,887.340027,-30.879944000000023,-0.03363022475580639,694.1567100000002,3754.6630899999927,5.408955983440673,-1
2003-06-11,997.47998,2003-06-18,1010.090027,12.610047000000009,0.012641904853067838,1929.827140000005,164.7589900000001,0.08537499892347854,1
2003-07-30,987.48999,2003-08-06,967.080017,-20.409973000000036,-0.02066853659954572,524.0084600000001,914.1252899999994,1.7444857474247633,-1
2003-10-15,1046.76001,2003-10-22,1030.359985,-16.400024999999914,-0.01566741645011822,752.6263399999997,550.7651299999995,0.7317909309419064,-1
2003-11-26,1058.449951,2003-12-04,1069.719971,11.270019999999931,0.010647664529959367,1493.5801700000009,225.83136,0.1512013647047817,1
2004-03-03,1151.030029,2004-03-10,1123.890015,-27.140014000000065,-0.0235788930924582,463.30308000000025,634.0427999999997,1.368527055766604,-1
2004-04-21,1124.089966,2004-04-28,1122.410034,-1.679932000000008,-0.0014944818037811824,456.5296900000001,4948.3864600000015,10.839133945483372,-1
2004-06-16,1133.560059,2004-06-23,1144.060059,10.5,0.009262852829573806,3984.404729999999,130.95645,0.03286725593260703,1
2004-07-28,1095.420044,2004-08-04,1098.630005,3.209961000000021,0.002930347146359156,8741.14926000001,51.33092,0.005872330796923143,1
2005-01-19,1184.630005,2005-01-26,1174.069946,-10.56005899999991,-0.008914225501151231,580.25511,982.8761099999992,1.6938689432653153,-1
2005-03-09,1207.01001,2005-03-16,1188.069946,-18.940063999999893,-0.015691720733948093,603.7775300000002,718.5569199999998,1.1901021225483492,-1
2005-06-15,1206.579956,2005-06-22,1213.880005,7.3000489999999445,0.006050199129944725,1141.22672,134.57852999999997,0.11792444712475711,1
2005-07-27,1236.790039,2005-08-03,1245.040039,8.25,0.006670493567906234,2001.8972500000054,168.27653999999995,0.08405852997700032,1
2005-09-07,1236.359985,2005-09-14,1227.160034,-9.199951000000056,-0.007441158814275322,312.63107,622.68002,1.9917406801569657,-1
2005-10-19,1195.76001,2005-10-26,1191.380005,-4.380004999999983,-0.0036629465472758057,722.3943999999999,974.0627299999999,1.3483807875587075,-1
2005-11-30,1249.47998,2005-12-07,1257.369995,7.8900149999999485,0.006314638990854378,1426.537500000003,223.30368000000007,0.1565354433374514,1
2006-01-18,1277.930054,2006-01-25,1264.680054,-13.25,-0.010368329595603987,694.0185199999992,658.8691799999995,0.9493538875590817,-1
2006-03-15,1303.02002,2006-03-22,1305.040039,2.0200190000000475,0.001550259373605056,1880.9070400000053,153.75057000000004,0.0817427798026635,1
2006-04-26,1305.410034,2006-05-03,1308.119995,2.709961000000021,0.002075946200364522,2484.942970000001,269.6490200000002,0.10851316237651928,1
2006-06-14,1230.040039,2006-06-21,1252.199951,22.159912000000077,0.01801560217341842,2341.8546700000097,174.99936000000008,0.07472682324902738,1
2006-07-26,1268.400024,2006-08-02,1277.410034,9.010009999999966,0.007103445150991234,1916.1983200000025,213.2807500000001,0.11130411073526034,1
2006-10-12,1362.829956,2006-10-19,1366.959961,4.130004999999983,0.0030304624445751343,1441.781100000003,163.78737,0.11360071927701068,1
2006-11-29,1399.47998,2006-12-06,1412.900024,13.420043999999962,0.00958930759409646,1260.1951500000025,79.94918999999999,0.06344191215146307,1
2007-01-17,1430.619995,2007-01-24,1440.130005,9.510009999999966,0.006647474544768938,1191.39609,166.69985999999997,0.1399197642154424,1
2007-03-07,1391.969971,2007-03-14,1387.170044,-4.799927000000025,-0.0034482978081428924,725.5158399999999,1051.9897899999996,1.4499887280200523,-1
2007-04-25,1495.420044,2007-05-02,1495.920044,0.5,0.00033435421840580866,1745.2656900000006,191.43328000000002,0.1096871846486594,1
2007-06-13,1515.670044,2007-06-20,1512.839966,-2.8300779999999577,-0.0018672124656703697,618.6823599999996,1097.1502899999998,1.7733660452190694,-1
2007-09-05,1472.290039,2007-09-12,1471.560059,-0.7299800000000687,-0.0004958126324727982,698.4321499999999,1017.7806599999993,1.457236268404883,-1
2007-10-17,1541.23999,2007-10-24,1515.880005,-25.35998500000005,-0.01645427393822039,627.2581100000001,626.0295499999999,0.9980413804454433,-1
2008-01-16,1373.199951,2008-01-24,1352.069946,-21.130004999999983,-0.015387420444205931,601.9524799999997,666.9814899999993,1.108030138857472,-1
2008-03-05,1333.699951,2008-03-12,1308.77002,-24.929931000000124,-0.018692308552090607,602.5004100000003,846.9983999999993,1.4058055163813064,-1
2008-04-16,1364.709961,2008-04-23,1379.930054,15.220092999999906,0.01115262102201356,1351.0333500000013,95.11031999999997,0.07039820297552231,1
2008-06-11,1335.48999,2008-06-18,1337.810059,2.320068999999876,0.0017372417744590325,1613.6185700000008,126.00783,0.07809022054078117,1
2008-07-23,1282.189941,2008-07-30,1284.26001,2.070068999999876,0.0016144792076479687,2022.9389100000046,213.63968999999997,0.1056085722331573,1
2008-09-03,1274.97998,2008-09-10,1232.040039,-42.93994100000009,-0.03367891392302496,699.7883799999998,1062.98851,1.5190142339888526,-1
2008-10-15,907.840027,2008-10-22,896.7800289999999,-11.059998000000064,-0.01218276091719413,455.8125500000003,917.6042400000013,2.0131175414103906,-1
2009-01-14,842.6199949999999,2009-01-22,827.5,-15.119994999999903,-0.017944025883221422,881.8000199999998,1328.1448599999997,1.5061746766574127,-1
2009-03-04,712.869995,2009-03-11,721.3599849999999,8.48998999999992,0.011909590892515991,1951.643430000004,165.66983999999997,0.08488735055460393,1
2009-04-15,852.0599980000002,2009-04-22,843.5499880000001,-8.51001000000008,-0.009987571321239373,662.8713999999998,972.1148300000006,1.4665210024146478,-1
2009-06-10,939.150024,2009-06-17,910.7100220000001,-28.440001999999936,-0.030282703799409085,627.9325999999999,1047.3826499999998,1.6679857838245697,-1
2009-07-29,975.150024,2009-08-05,1002.7199710000001,27.56994700000007,0.028272518403793905,1726.9815000000037,191.65521,0.11097699077841865,1
2009-09-09,1033.369995,2009-09-16,1068.76001,35.39001499999995,0.03424718655586661,860.6558200000004,136.93906999999996,0.15911014230984913,1
2009-10-21,1081.400024,2009-10-28,1042.630005,-38.77001900000005,-0.035851690530386046,629.6897299999999,1123.1804300000003,1.7837045396944944,-1
2009-12-02,1109.23999,2009-12-09,1095.949951,-13.290038999999979,-0.011981211568111584,751.7054599999994,902.3410899999986,1.2003918263411302,-1
2010-01-13,1145.680054,2010-01-21,1116.47998,-29.20007399999986,-0.025487110383087687,579.6508800000001,1296.7244100000007,2.237078308239609,-1
2010-03-03,1118.790039,2010-03-10,1145.609985,26.819946000000073,0.023972278144317724,1115.8403800000006,229.91060000000004,0.20604255243030364,1
2010-04-14,1210.650024,2010-04-21,1205.939941,-4.7100829999999405,-0.003890540541549554,523.2098700000006,313.41583,0.5990250719085244,-1
2010-06-09,1055.689941,2010-06-16,1114.609985,58.92004399999996,0.05581188350074462,705.9980700000006,91.45543999999997,0.1295406374127905,1
2010-07-28,1106.130005,2010-08-04,1127.23999,21.10998500000005,0.019084542417778506,1794.3693300000023,157.52944999999997,0.08779098447920962,1
2010-09-08,1098.869995,2010-09-15,1125.069946,26.199951000000056,0.023842630264920516,1030.3482900000006,134.29120999999998,0.13033574307188872,1
2010-10-20,1178.170044,2010-10-27,1182.449951,4.279907000000094,0.003632673417386679,2448.076230000004,181.13945,0.07399256925916874,1
2010-12-01,1206.069946,2010-12-08,1228.280029,22.21008299999994,0.018415252841396928,1822.3310800000047,138.01943,0.07573784561694445,1
2011-01-12,1285.959961,2011-01-20,1280.26001,-5.6999510000000555,-0.004432448266560031,3194.062960000009,737.5948999999988,0.23092685060910534,-1
2011-03-02,1308.439941,2011-03-09,1320.02002,11.580078999999841,0.008850294642602813,4001.774030000034,579.8581600000001,0.14490027564099994,1
2011-04-13,1314.410034,2011-04-20,1330.359985,15.949951000000056,0.012134684449616774,4081.606170000029,640.3625499999996,0.1568898427062097,1
2011-07-27,1304.890015,2011-08-03,1260.339966,-44.550048999999944,-0.034140845962408524,3155.2383600000117,785.868909999998,0.2490680006818867,-1
2011-10-19,1209.880005,2011-10-26,1242.0,32.11999500000002,0.026548083171272854,3902.848550000013,545.7386000000001,0.1398308422703203,1
2011-11-30,1246.959961,2011-12-07,1261.01001,14.050048999999944,0.011267441970416197,3698.2247100000313,497.08277000000044,0.1344111861715391,1
2012-01-11,1292.47998,2012-01-19,1314.5,22.02001999999993,0.017037029850164434,3926.9023000000175,519.2607900000004,0.1322316549612141,1
2012-02-29,1365.680054,2012-03-07,1352.630005,-13.050048999999944,-0.009555714723794264,2994.4673800000064,847.2954699999992,0.282953648337955,-1
2012-06-06,1315.130005,2012-06-13,1314.880005,-0.25,-0.00019009527502948274,3169.0390700000116,794.2137999999991,0.25061660094963617,-1
2012-07-18,1372.780029,2012-07-25,1337.890015,-34.890014000000065,-0.02541558972519119,3052.8324500000062,782.7907199999996,0.2564145700167718,-1
2012-08-29,1410.48999,2012-09-06,1432.119995,21.630004999999983,0.015335099967636058,4009.883440000026,610.7470599999994,0.15231042725770488,1
2012-10-10,1432.560059,2012-10-17,1460.910034,28.349975000000086,0.019789728759986382,3781.1963600000317,522.3475899999999,0.1381434710785545,1
2012-11-28,1409.930054,2012-12-05,1409.280029,-0.6500249999999141,-0.0004610335088295906,3409.667320000022,897.3989899999978,0.2631925363322519,-1
2013-01-16,1472.630005,2013-01-24,1494.819946,22.18994100000009,0.015068239085621571,3913.9979100000187,528.8915000000001,0.13512820194633102,1
2013-03-06,1541.459961,2013-03-13,1554.52002,13.06005899999991,0.008472525612359977,4252.929410000045,480.28407999999973,0.1129301791068276,1
2013-06-05,1608.900024,2013-06-12,1612.52002,3.619995999999901,0.0022499819416995056,4490.293120000057,492.2566200000001,0.10962683433904509,1
2013-07-17,1680.910034,2013-07-24,1685.939941,5.029907000000094,0.0029923713335392546,3685.214080000025,453.0009300000003,0.12292391165508551,1
2013-12-04,1792.810059,2013-12-11,1782.219971,-10.590087999999923,-0.005906977120547227,3177.907990000004,814.3089599999978,0.25624057164726055,-1
2014-01-15,1848.380005,2014-01-23,1828.459961,-19.92004399999996,-0.010777028503941192,3381.8364300000044,798.7558299999993,0.23618996558032768,-1
2014-04-16,1862.310059,2014-04-24,1878.609985,16.29992600000014,0.008752530719161059,4461.286520000036,521.7116199999999,0.11694196677598634,1
2014-06-04,1927.880005,2014-06-11,1943.890015,16.010009999999966,0.008304463949248731,4634.872880000054,528.3583800000002,0.11399630446822398,1
2014-09-03,2000.719971,2014-09-10,1995.689941,-5.030029999999897,-0.0025141099568700698,3667.8547900000153,836.3962299999981,0.2280341719853077,-1
2014-10-15,1862.48999,2014-10-22,1927.109985,64.61999500000002,0.034695485799631075,4435.739310000035,576.1899999999998,0.129897173781386,1
2014-12-03,2074.330078,2014-12-10,2026.140015,-48.19006300000001,-0.02323162717018656,3387.6825400000052,885.2433599999996,0.2613123719674153,-1
2015-01-14,2011.27002,2015-01-22,2063.149902,51.87988200000018,0.025794588237336817,4249.8146800000195,487.1587300000005,0.11463058196222295,1
2015-03-04,2098.530029,2015-03-11,2040.2399899999998,-58.290039000000206,-0.027776604668257623,3462.853880000002,773.737729999999,0.223439323983257,-1
2015-04-15,2106.629883,2015-04-22,2107.959961,1.3300779999999577,0.0006313771634653859,4592.596710000053,497.63484000000045,0.10835587608126705,1
2015-06-03,2114.070068,2015-06-10,2105.199951,-8.870116999999937,-0.004195753553424766,4128.698710000018,798.6277899999985,0.19343329365876522,-1
2015-07-15,2107.399902,2015-07-22,2114.149902,6.75,0.003202999105008025,4677.156200000065,443.49205000000023,0.09482087641203732,1
2015-09-02,1948.859985,2015-09-10,1952.290039,3.4300539999999273,0.0017600310060242358,4870.578480000079,474.6104700000004,0.09744437379438195,1
2015-10-14,1994.23999,2015-10-21,2018.939941,24.699951000000056,0.012385646223050644,4543.114340000054,491.4230300000004,0.10816875676520935,1
2015-12-02,2079.51001,2015-12-09,2047.619995,-31.89001499999995,-0.0153353505617412,4145.403740000021,887.5577999999988,0.21410647928831036,-1
2016-01-13,1890.280029,2016-01-21,1868.9899899999998,-21.290039000000206,-0.011262902148557909,3617.3834800000204,709.7689299999997,0.19621058533722163,-1
2016-03-02,1986.449951,2016-03-09,1989.2600100000002,2.8100590000001375,0.001414613541401093,5031.789040000091,420.0801300000002,0.08348524285509248,1
2016-04-13,2082.419922,2016-04-20,2102.399902,19.97998000000007,0.009594597030559943,4737.1817500000625,405.9402200000004,0.08569234650960882,1
2016-06-01,2099.330078,2016-06-08,2119.1201170000004,19.790039000000434,0.009426835354473702,4968.249500000087,382.7471400000002,0.07703863101078025,1
2016-07-13,2152.429932,2016-07-20,2173.02002,20.590087999999923,0.00956597364396804,4693.668340000072,373.53603000000015,0.07958296218262291,1
2016-09-07,2186.159912,2016-09-14,2125.77002,-60.389892000000145,-0.027623730390679738,4144.354200000024,673.909999999999,0.1626091708088066,-1
2016-10-19,2144.290039,2016-10-26,2139.429932,-4.860106999999971,-0.002266534336122974,3916.3359500000083,678.5880099999993,0.17327114391195111,-1
2016-11-30,2198.810059,2016-12-07,2241.350098,42.54003899999998,0.019346845729524643,4879.596560000083,422.58934000000073,0.0866033359118512,1
2017-01-18,2271.889893,2017-01-25,2298.3701170000004,26.480224000000362,0.011655593029217443,5990.6598900000745,316.3548000000002,0.05280800542993207,1
2017-04-19,2338.169922,2017-04-26,2387.449951,49.28002900000001,0.021076324922462163,6117.950690000089,309.54478000000034,0.050596154772211126,1
2017-05-31,2411.800049,2017-06-07,2433.139893,21.339844000000085,0.008848098335866684,6268.534560000088,295.4266500000002,0.0471285030292624,1
2017-07-12,2443.25,2017-07-19,2473.830078,30.580077999999958,0.01251614775401615,6326.643000000086,352.03107000000034,0.055642632277496225,1
2017-09-06,2465.540039,2017-09-13,2498.3701170000004,32.83007800000041,0.013315572848419848,6717.603580000093,294.5148400000002,0.043842247684403576,1
2017-10-18,2561.26001,2017-10-25,2557.149902,-4.110107999999855,-0.0016047211075613736,6014.502420000067,522.1375700000007,0.08681309500578684,-1
2017-11-29,2626.070068,2017-12-06,2629.27002,3.1999519999999393,0.0012185326046677057,6476.509900000083,314.22646000000043,0.04851786916900975,1
2018-01-17,2802.560059,2018-01-24,2837.540039,34.97998000000007,0.012481438136416426,6443.348970000081,332.04864000000015,0.05153354902023815,1
2018-03-07,2726.800049,2018-03-14,2749.47998,22.679931000000124,0.008317416236044714,6181.651080000083,362.58059000000037,0.05865432799549008,1
2018-05-30,2724.01001,2018-06-06,2772.350098,48.34008799999992,0.01774592891455635,6254.384630000074,336.27926000000025,0.05376696188254675,1
2018-09-12,2888.919922,2018-09-19,2907.949951,19.030029000000013,0.00658724696904216,6298.8106200000675,300.1176500000003,0.04764671746870159,1
2018-10-24,2656.100098,2018-10-31,2711.73999,55.639892000000145,0.020947965041639836,6235.6711100000675,363.71321999999975,0.05832783891002805,1
2019-01-16,2616.100098,2019-01-24,2642.330078,26.22998000000007,0.010026367118006228,6029.717530000051,388.0977300000004,0.06436416433590333,1
2019-03-06,2771.449951,2019-03-13,2810.919922,39.46997099999999,0.014241632249486718,5919.019160000034,316.62129000000033,0.05349218872945809,1
2019-04-17,2900.449951,2019-04-25,2926.169922,25.719970999999987,0.00886757966333203,6019.32520000005,338.73325000000034,0.05627428968283646,1
2019-06-05,2826.149902,2019-06-12,2879.840088,53.69018599999981,0.018997642680596852,5496.961120000014,335.9101700000001,0.06110834016595687,1
