NGram,Frequency
"('in', 'late', 'November', 'and', 'December')",10
"('since', 'the', 'last', 'Beige', 'Book')",7
"('over', 'the', 'past', 'six', 'weeks')",5
"('in', 'the', 'San', 'Francisco', 'District')",4
"('Chicago', 'and', 'San', 'Francisco', 'Districts')",4
"('Return', 'to', 'top', 'Consumer', 'Spending')",4
"('slightly', 'over', 'the', 'reporting', 'period')",4
"('with', 'the', 'same', 'period', 'in')",4
"('the', 'same', 'period', 'in', '2012')",4
"('compared', 'with', 'the', 'same', 'period')",4
"('to', 'the', 'business', 'outlook', 'poll')",4
"('St', 'Louis', 'and', 'Kansas', 'City')",3
"('in', 'the', 'New', 'York', 'and')",3
"('and', 'Kansas', 'City', 'Districts', 'reported')",3
"('Kansas', 'City', 'Dallas', 'and', 'San')",3
"('City', 'Dallas', 'and', 'San', 'Francisco')",3
"('Dallas', 'and', 'San', 'Francisco', 'Districts')",3
"('slightly', 'since', 'the', 'last', 'survey')",3
"('with', 'the', 'exception', 'of', 'a')",3
"('in', 'the', 'St', 'Louis', 'District')",3
"('and', 'San', 'Francisco', 'Districts', 'reported')",3
"('Kansas', 'City', 'and', 'Dallas', 'Districts')",3
"('Real', 'Estate', 'Residential', 'real', 'estate')",3
"('percent', 'from', 'a', 'year', 'earlier')",3
"('during', 'the', 'past', 'six', 'weeks')",3
"('the', 'first', 'quarter', 'of', '2014')",3
"('compared', 'to', 'a', 'year', 'ago')",3
"('over', 'the', 'reporting', 'period', 'but')",3
"('throughout', 'most', 'of', 'the', 'District')",3
"('since', 'the', 'last', 'report', 'and')",3
"('Richmond', 'Atlanta', 'and', 'San', 'Francisco')",2
"('little', 'change', 'in', 'demand', 'for')",2
"('Districts', 'reported', 'increases', 'in', 'commercial')",2
"('numerous', 'reports', 'of', 'strong', 'labor')",2
"('reports', 'of', 'strong', 'labor', 'demand')",2
"('season', 'and', 'harsh', 'weather', 'conditions')",2
"('in', 'the', 'Boston', 'Philadelphia', 'Richmond')",2
"('Richmond', 'and', 'San', 'Francisco', 'Districts')",2
"('were', 'weaker', 'than', 'in', 'recent')",2
"('weaker', 'than', 'in', 'recent', 'years')",2
"('Kansas', 'City', 'and', 'Dallas', 'reported')",2
"('the', 'New', 'York', 'and', 'Kansas')",2
"('New', 'York', 'and', 'Kansas', 'City')",2
"('York', 'and', 'Kansas', 'City', 'Districts')",2
"('and', 'San', 'Francisco', 'Districts', 'said')",2
"('San', 'Francisco', 'Districts', 'said', 'that')",2
"('fuelefficient', 'cars', 'to', 'SUVs', 'crossovers')",2
"('cars', 'to', 'SUVs', 'crossovers', 'and')",2
"('to', 'SUVs', 'crossovers', 'and', 'light')",2
"('SUVs', 'crossovers', 'and', 'light', 'trucks')",2
"('were', 'mixed', 'across', 'and', 'within')",2
"('resorts', 'specializing', 'in', 'winter', 'activities')",2
"('down', 'in', 'Hawaii', 'and', 'remained')",2
"('in', 'Hawaii', 'and', 'remained', 'somewhat')",2
"('Hawaii', 'and', 'remained', 'somewhat', 'weak')",2
"('and', 'remained', 'somewhat', 'weak', 'in')",2
"('remained', 'somewhat', 'weak', 'in', 'Las')",2
"('somewhat', 'weak', 'in', 'Las', 'Vegas')",2
"('tourism', 'activity', 'was', 'off', 'to')",2
"('activity', 'was', 'off', 'to', 'a')",2
"('was', 'off', 'to', 'a', 'solid')",2
"('off', 'to', 'a', 'solid', 'start')",2
"('since', 'the', 'last', 'survey', 'and')",2
"('the', 'last', 'survey', 'and', 'increased')",2
"('contacts', 'in', 'the', 'Atlanta', 'District')",2
"('in', 'the', 'Atlanta', 'District', 'reported')",2
"('Minneapolis', 'and', 'San', 'Francisco', 'Districts')",2
"('and', 'San', 'Francisco', 'Districts', 'cited')",2
"('San', 'Francisco', 'Districts', 'cited', 'increased')",2
