NGram,Frequency
"('in',)",582
"('and',)",572
"('the',)",552
"('to',)",345
"('of',)",297
"('a',)",234
"('for',)",230
"('that',)",184
"('were',)",181
"('reported',)",134
"('sales',)",132
"('demand',)",108
"('contacts',)",106
"('District',)",106
"('prices',)",105
"('noted',)",98
"('activity',)",97
"('as',)",94
"('with',)",91
"('was',)",83
"('report',)",82
"('at',)",77
"('continued',)",73
"('year',)",71
"('from',)",69
"('but',)",67
"('Districts',)",65
"('some',)",62
"('growth',)",62
"('last',)",62
"('while',)",61
"('The',)",60
"('remained',)",59
"('on',)",58
"('new',)",55
"('up',)",55
"('levels',)",53
"('percent',)",51
"('construction',)",50
"('have',)",50
"('increased',)",49
"('most',)",47
"('June',)",47
"('A',)",47
"('slightly',)",46
"('steady',)",46
"('since',)",46
"('strong',)",45
"('had',)",45
"('rates',)",45
"('firms',)",42
"('months',)",42
"('said',)",42
"('by',)",42
"('home',)",41
"('are',)",41
"('conditions',)",40
"('their',)",40
"('an',)",38
"('more',)",38
"('New',)",37
"('increase',)",37
"('commercial',)",37
"('estate',)",36
"('pace',)",35
"('real',)",33
"('has',)",33
"('is',)",33
"('loan',)",32
"('workers',)",32
"('Dallas',)",31
"('increases',)",31
"('loans',)",31
"('earlier',)",31
"('than',)",31
"('during',)",31
"('City',)",30
"('manufacturing',)",30
"('or',)",30
"('Contacts',)",30
"('York',)",29
"('services',)",29
"('be',)",29
"('they',)",29
"('reports',)",28
"('production',)",28
"('uncertainty',)",28
"('Atlanta',)",27
"('market',)",27
"('Kansas',)",27
"('expected',)",27
"('about',)",26
"('business',)",26
"('over',)",26
"('hiring',)",26
"('flat',)",25
"('Richmond',)",25
"('positive',)",25
"('However',)",25
"('recent',)",25
"('also',)",25
"('auto',)",24
"('San',)",24
"('Chicago',)",24
"('improved',)",24
"('modest',)",24
"('further',)",24
"('Francisco',)",23
"('costs',)",23
"('indicated',)",23
"('little',)",23
"('compared',)",22
"('few',)",22
"('manufacturers',)",22
"('change',)",22
"('products',)",22
"('although',)",22
"('gas',)",22
"('May',)",22
"('area',)",22
"('markets',)",21
"('orders',)",21
"('spending',)",21
"('price',)",21
"('contact',)",21
"('period',)",21
"('Manufacturing',)",20
"('Demand',)",20
"('generally',)",20
"('many',)",20
"('quarter',)",20
"('higher',)",20
"('gains',)",20
"('rose',)",20
"('lending',)",20
"('sector',)",20
"('somewhat',)",20
"('Cleveland',)",19
"('dealers',)",19
"('several',)",19
"('energy',)",19
"('credit',)",19
"('corn',)",19
"('pressures',)",19
"('slowed',)",19
"('remain',)",19
"('due',)",19
"('lower',)",19
"('expect',)",19
"('our',)",19
"('In',)",18
"('Philadelphia',)",18
"('stable',)",18
"('among',)",18
"('economic',)",18
"('natural',)",18
"('outlook',)",18
"('been',)",18
"('well',)",18
"('plans',)",18
"('industrial',)",18
"('down',)",18
"('Boston',)",17
"('held',)",17
"('Construction',)",17
"('decreased',)",17
"('second',)",17
"('consumer',)",17
"('low',)",17
"('continue',)",17
"('inventories',)",16
"('particularly',)",16
"('mixed',)",16
"('which',)",16
"('transportation',)",16
"('Most',)",16
"('yearoveryear',)",16
"('high',)",16
"('major',)",16
"('retailers',)",16
"('Real',)",16
"('next',)",16
"('early',)",16
"('equipment',)",16
"('very',)",16
"('other',)",16
"('declined',)",15
"('grew',)",15
"('goods',)",15
"('through',)",15
"('previous',)",15
"('this',)",15
"('not',)",15
"('overall',)",15
"('industry',)",15
"('projects',)",15
"('past',)",15
"('Commercial',)",14
"('across',)",14
"('it',)",14
"('Several',)",14
"('inventory',)",14
"('2012',)",14
"('office',)",14
"('number',)",14
"('survey',)",14
"('Retail',)",13
"('all',)",13
"('rising',)",13
"('both',)",13
"('cited',)",13
"('declines',)",13
"('retail',)",13
"('areas',)",13
"('travel',)",13
"('Estate',)",13
"('residential',)",13
"('July',)",13
"('especially',)",13
"('Beige',)",13
"('Book',)",13
"('building',)",13
"('Return',)",13
"('off',)",13
"('ago',)",13
"('vehicles',)",12
"('Minneapolis',)",12
"('housing',)",12
"('modestly',)",12
"('quality',)",12
"('described',)",12
"('optimistic',)",12
"('Consumer',)",12
"('robust',)",12
"('will',)",12
"('capital',)",12
"('improvement',)",12
"('bit',)",12
"('part',)",12
"('employment',)",12
"('decline',)",12
"('cost',)",12
"('materials',)",12
"('top',)",12
"('remains',)",12
"('sectors',)",12
"('six',)",12
"('moderate',)",12
"('rise',)",12
"('his',)",12
"('large',)",12
"('reporting',)",11
"('strength',)",11
"('Wage',)",11
"('Overall',)",11
"('future',)",11
"('basis',)",11
"('however',)",11
"('Sales',)",11
"('yearago',)",11
"('coming',)",11
"('St',)",11
"('Louis',)",11
"('much',)",11
"('weaker',)",11
"('expectations',)",11
"('food',)",11
"('near',)",11
"('mortgage',)",11
"('crop',)",11
"('producers',)",11
"('Prices',)",11
"('Residential',)",11
"('weeks',)",11
"('capacity',)",11
"('Tourism',)",10
"('according',)",10
"('improve',)",10
"('standards',)",10
"('crops',)",10
"('end',)",10
"('summer',)",10
"('revenue',)",10
"('financial',)",10
"('years',)",10
"('interest',)",10
"('above',)",10
"('Services',)",10
"('stronger',)",10
"('service',)",10
"('steel',)",10
"('limited',)",10
"('manufacturer',)",10
"('One',)",10
"('vacancy',)",10
"('Some',)",10
"('average',)",10
"('seasonal',)",10
"('oil',)",10
"('softened',)",9
"('largely',)",9
"('multifamily',)",9
"('slight',)",9
"('unchanged',)",9
"('drought',)",9
