NGram,Frequency
"('in',)",604
"('the',)",591
"('and',)",574
"('to',)",402
"('of',)",333
"('a',)",237
"('for',)",213
"('that',)",193
"('were',)",187
"('sales',)",159
"('reported',)",119
"('District',)",117
"('demand',)",112
"('activity',)",110
"('noted',)",104
"('contacts',)",104
"('was',)",102
"('prices',)",97
"('continued',)",84
"('from',)",84
"('report',)",80
"('with',)",79
"('Districts',)",77
"('increased',)",76
"('as',)",70
"('at',)",69
"('are',)",65
"('on',)",64
"('year',)",62
"('but',)",61
"('percent',)",60
"('up',)",58
"('remained',)",58
"('The',)",58
"('strong',)",56
"('by',)",55
"('most',)",53
"('growth',)",53
"('construction',)",53
"('since',)",52
"('said',)",51
"('last',)",50
"('some',)",48
"('firms',)",48
"('is',)",48
"('slightly',)",45
"('commercial',)",45
"('levels',)",45
"('April',)",45
"('New',)",44
"('be',)",44
"('A',)",44
"('have',)",44
"('increase',)",44
"('or',)",42
"('recent',)",42
"('more',)",41
"('new',)",41
"('months',)",41
"('estate',)",40
"('loan',)",40
"('over',)",40
"('business',)",39
"('steady',)",38
"('real',)",38
"('an',)",38
"('while',)",38
"('their',)",37
"('although',)",37
"('higher',)",36
"('pace',)",36
"('increases',)",36
"('they',)",36
"('services',)",35
"('manufacturers',)",33
"('period',)",33
"('spending',)",32
"('improved',)",32
"('market',)",32
"('rates',)",31
"('Contacts',)",31
"('expected',)",31
"('during',)",31
"('generally',)",30
"('several',)",30
"('workers',)",30
"('than',)",30
"('has',)",30
"('May',)",30
"('conditions',)",29
"('plans',)",29
"('also',)",29
"('modest',)",28
"('reports',)",28
"('expect',)",28
"('York',)",27
"('home',)",27
"('continue',)",27
"('reporting',)",26
"('price',)",26
"('manufacturing',)",26
"('indicated',)",26
"('survey',)",26
"('production',)",25
"('positive',)",25
"('had',)",25
"('industrial',)",25
"('City',)",25
"('due',)",25
"('loans',)",25
"('across',)",24
"('gains',)",24
"('orders',)",24
"('Minneapolis',)",24
"('In',)",24
"('number',)",23
"('auto',)",23
"('Dallas',)",23
"('flat',)",23
"('However',)",23
"('costs',)",23
