NGram,Frequency
"('in', 'the')",160
"('continued', 'to')",62
"('reported', 'that')",50
"('since', 'the')",44
"('over', 'the')",44
"('of', 'the')",41
"('real', 'estate')",36
"('a', 'year')",35
"('at', 'a')",34
"('demand', 'for')",31
"('the', 'previous')",31
"('year', 'ago')",31
"('reporting', 'period')",29
"('noted', 'that')",25
"('contacts', 'reported')",24
"('increase', 'in')",24
"('for', 'the')",24
"('Contacts', 'in')",23
"('that', 'the')",23
"('growth', 'in')",22
"('during', 'the')",21
"('contacts', 'in')",20
"('the', 'last')",20
"('New', 'York')",19
"('Demand', 'for')",19
"('the', 'next')",19
"('to', 'be')",19
"('previous', 'report')",19
"('the', 'reporting')",19
"('pace', 'of')",18
"('to', 'a')",18
"('last', 'year')",18
"('and', 'the')",18
"('the', 'District')",18
"('and', 'a')",18
"('San', 'Francisco')",17
"('with', 'the')",17
"('in', 'July')",17
"('indicated', 'that')",17
"('to', 'the')",16
"('remained', 'strong')",16
"('flat', 'to')",16
"('from', 'a')",16
"('prices', 'were')",16
"('the', 'prior')",15
"('picked', 'up')",15
"('last', 'report')",15
"('in', 'sales')",14
"('St', 'Louis')",14
"('construction', 'activity')",14
"('number', 'of')",14
"('the', 'same')",14
"('reported', 'a')",13
"('higher', 'than')",13
"('sales', 'in')",13
"('from', 'the')",13
"('oil', 'and')",13
"('due', 'to')",13
"('the', 'year')",13
"('were', 'mixed')",13
"('Return', 'to')",13
"('contacts', 'noted')",13
"('increased', 'slightly')",13
"('on', 'balance')",12
"('activity', 'was')",12
"('that', 'sales')",12
"('and', 'gas')",12
"('with', 'a')",12
"('an', 'increase')",12
"('compared', 'with')",12
"('have', 'been')",12
"('in', 'recent')",12
"('contact', 'in')",12
"('the', 'pace')",12
"('to', 'rise')",12
"('in', 'most')",11
"('activity', 'in')",11
"('that', 'demand')",11
"('a', 'moderate')",11
"('moderate', 'pace')",11
"('estate', 'activity')",11
"('In', 'the')",11
"('were', 'flat')",11
"('across', 'the')",11
"('increases', 'in')",11
"('has', 'been')",11
"('commercial', 'real')",11
"('July', 'and')",11
"('Kansas', 'City')",10
"('and', 'contacts')",10
"('of', 'new')",10
"('change', 'in')",10
"('and', 'industrial')",10
"('in', 'some')",10
"('grew', 'at')",10
"('labor', 'market')",10
"('to', 'increase')",10
"('of', 'a')",10
"('sales', 'were')",10
"('Beige', 'Book')",10
"('the', 'period')",10
"('District', 'reported')",9
"('according', 'to')",9
"('relative', 'to')",9
"('in', 'Dallas')",9
"('the', 'Atlanta')",9
"('up', 'slightly')",9
"('In', 'contrast')",9
"('sales', 'and')",9
"('expectations', 'for')",9
"('loan', 'categories')",9
"('expected', 'to')",9
"('the', 'past')",9
"('reported', 'an')",9
"('majority', 'of')",9
"('Real', 'Estate')",9
"('recent', 'weeks')",9
"('than', 'a')",9
"('year', 'earlier')",9
"('to', 'report')",9
"('said', 'that')",9
"('wage', 'pressures')",8
"('and', 'San')",8
"('Dallas', 'and')",8
"('a', 'slowdown')",8
"('were', 'unchanged')",8
"('growth', 'for')",8
"('Activity', 'in')",8
"('was', 'flat')",8
"('next', 'six')",8
"('slowdown', 'in')",8
"('home', 'sales')",8
"('declines', 'in')",8
"('leasing', 'activity')",8
"('across', 'all')",8
"('for', 'commercial')",8
"('uptick', 'in')",8
"('the', 'number')",8
"('continue', 'to')",8
"('prices', 'of')",8
"('On', 'balance')",8
"('pressures', 'were')",8
"('report', 'that')",8
"('activity', 'increased')",8
"('were', 'generally')",8
"('because', 'of')",8
"('activity', 'has')",8
"('and', 'August')",8
"('little', 'change')",8
"('firms', 'reported')",8
"('estate', 'contacts')",8
"('compared', 'to')",8
"('prices', 'for')",8
"('demand', 'was')",8
"('service', 'sector')",8
"('previous', 'survey')",8
"('little', 'changed')",7
"('period', 'and')",7
"('Atlanta', 'District')",7
"('particularly', 'for')",7
"('the', 'coming')",7
"('coming', 'months')",7
"('in', 'activity')",7
