NGram,Frequency
"('in',)",545
"('the',)",543
"('and',)",539
"('to',)",344
"('of',)",254
"('a',)",219
"('for',)",195
"('were',)",178
"('that',)",174
"('reported',)",161
"('sales',)",127
"('activity',)",120
"('was',)",119
"('contacts',)",115
"('prices',)",113
"('continued',)",91
"('with',)",89
"('from',)",85
"('demand',)",81
"('while',)",80
"('slightly',)",78
"('as',)",73
"('at',)",73
"('up',)",73
"('increased',)",72
"('year',)",70
"('strong',)",69
"('growth',)",67
"('noted',)",67
"('construction',)",66
"('period',)",65
"('District',)",64
"('have',)",61
"('on',)",58
"('remained',)",58
"('report',)",58
"('but',)",55
"('some',)",50
"('percent',)",50
"('increase',)",49
"('levels',)",48
"('are',)",47
"('firms',)",47
"('increases',)",46
"('The',)",46
"('over',)",46
"('Districts',)",45
"('new',)",44
"('A',)",42
"('estate',)",42
"('modest',)",42
"('or',)",41
"('by',)",40
"('than',)",40
"('real',)",39
"('flat',)",39
"('higher',)",38
"('Contacts',)",38
"('New',)",37
"('an',)",37
"('previous',)",36
"('pace',)",36
"('contact',)",36
"('more',)",35
"('services',)",35
"('low',)",35
"('market',)",35
"('they',)",35
"('St',)",34
"('since',)",34
"('October',)",34
"('reporting',)",33
"('expected',)",33
"('most',)",33
"('across',)",33
"('Louis',)",33
"('steady',)",33
"('commercial',)",33
"('In',)",32
"('last',)",32
"('moderate',)",31
"('production',)",31
"('loans',)",31
"('mixed',)",30
"('said',)",30
"('has',)",30
"('rates',)",30
"('Dallas',)",29
"('recent',)",29
"('loan',)",28
"('months',)",28
"('been',)",28
"('York',)",27
"('Philadelphia',)",27
"('their',)",27
"('about',)",27
"('indicated',)",27
"('balance',)",26
"('overall',)",26
"('City',)",26
"('is',)",26
"('modestly',)",26
"('wages',)",26
"('products',)",25
"('labor',)",25
"('industry',)",25
"('rose',)",25
"('little',)",25
"('also',)",25
"('home',)",25
"('during',)",24
"('Boston',)",24
"('Cleveland',)",24
"('high',)",24
"('all',)",24
"('wage',)",24
"('one',)",24
"('retail',)",23
"('many',)",23
"('Atlanta',)",23
"('Kansas',)",23
"('next',)",23
"('expect',)",23
"('declined',)",22
"('However',)",22
"('Richmond',)",22
"('manufacturing',)",22
"('inventories',)",22
"('costs',)",22
"('other',)",21
"('conditions',)",21
"('this',)",21
"('employment',)",21
"('Minneapolis',)",21
"('leasing',)",21
"('ago',)",21
"('mostly',)",20
"('compared',)",20
"('industrial',)",20
"('same',)",20
"('quarter',)",20
"('continue',)",19
"('weeks',)",19
"('which',)",19
"('workers',)",19
"('positive',)",18
"('reports',)",18
"('oil',)",18
"('San',)",18
"('Francisco',)",18
"('decline',)",18
"('pressures',)",18
"('lower',)",18
"('price',)",18
"('Residential',)",17
"('orders',)",17
"('unchanged',)",17
"('homes',)",17
"('inventory',)",17
"('September',)",17
"('staffing',)",17
"('markets',)",17
"('November',)",17
"('Chicago',)",16
"('manufacturers',)",16
"('remains',)",16
"('change',)",16
"('be',)",16
"('sector',)",16
"('number',)",16
"('down',)",16
"('office',)",16
"('early',)",16
"('moderately',)",16
"('survey',)",16
"('dollar',)",15
"('cited',)",15
"('several',)",15
"('Reports',)",15
"('generally',)",15
"('gas',)",15
"('slight',)",15
"('Most',)",15
"('uncertainty',)",15
"('somewhat',)",15
"('agricultural',)",15
"('rise',)",15
"('increasing',)",15
"('both',)",15
"('business',)",15
"('due',)",15
"('spending',)",15
"('capital',)",14
"('vehicle',)",14
"('stable',)",14
"('years',)",14
"('however',)",14
"('consumer',)",14
"('not',)",14
"('although',)",14
"('2017',)",14
"('Estate',)",14
"('Commercial',)",14
"('level',)",14
"('had',)",14
"('though',)",14
"('categories',)",14
"('will',)",14
"('One',)",14
"('our',)",14
"('few',)",13
"('service',)",13
"('majority',)",13
"('pressure',)",13
"('Manufacturing',)",13
"('shipments',)",13
"('retailers',)",13
"('rate',)",13
"('remain',)",13
"('season',)",13
"('below',)",13
"('dealers',)",13
"('revenues',)",13
"('earlier',)",13
"('singlefamily',)",13
"('prior',)",13
"('credit',)",13
"('Prices',)",13
"('sectors',)",13
"('Return',)",13
"('Retail',)",13
"('time',)",13
"('Minnesota',)",13
"('current',)",12
"('saw',)",12
"('particularly',)",12
"('energy',)",12
"('expectations',)",12
"('yearoveryear',)",12
"('there',)",12
"('through',)",12
"('average',)",12
"('area',)",12
"('Several',)",12
"('fell',)",12
"('residential',)",12
"('picked',)",12
"('steel',)",12
"('Demand',)",11
"('rising',)",11
"('improved',)",11
"('multifamily',)",11
"('expand',)",11
"('plans',)",11
"('outlook',)",11
"('attributed',)",11
"('Real',)",11
"('Construction',)",11
"('varied',)",11
"('Beige',)",11
"('equipment',)",11
"('coming',)",11
"('declines',)",11
"('areas',)",11
"('half',)",11
"('Manufacturers',)",11
"('vehicles',)",10
"('expanded',)",10
"('seen',)",10
"('farm',)",10
"('grew',)",10
"('auto',)",10
"('it',)",10
"('capacity',)",10
"('expansion',)",10
"('transportation',)",10
"('volumes',)",10
"('On',)",10
"('firm',)",10
"('Home',)",10
"('fairly',)",10
"('lending',)",10
"('quality',)",10
"('corn',)",10
"('Overall',)",10
"('into',)",10
"('major',)",10
"('Book',)",10
"('first',)",10
"('forward',)",10
"('slow',)",10
"('robust',)",9
"('investment',)",9
"('among',)",9
"('Services',)",9
"('future',)",9
"('because',)",9
"('Spending',)",9
"('well',)",9
"('optimistic',)",9
"('election',)",9
"('held',)",9
"('slowing',)",9
"('slowed',)",9
"('businesses',)",9
"('only',)",9
"('Credit',)",9
"('supply',)",9
"('projects',)",9
"('changed',)",9
"('10',)",9
"('job',)",9
"('positions',)",9
"('materials',)",9
"('very',)",9
"('after',)",9
"('weak',)",9
"('hiring',)",9
"('employees',)",9
"('third',)",9
"('rents',)",9
"('2015',)",9
"('further',)",9
"('input',)",9
"('bankers',)",9
"('no',)",9
"('general',)",9
"('ongoing',)",9
"('gains',)",9
"('Sales',)",9
"('furniture',)",8
"('yearago',)",8
"('Activity',)",8
"('strength',)",8
"('contrast',)",8
"('declining',)",8
"('healthcare',)",8
"('weather',)",8
"('presidential',)",8
"('Respondents',)",8
"('those',)",8
"('housing',)",8
"('slower',)",8
"('standards',)",8
"('competition',)",8
"('four',)",8
"('5',)",8
"('Wages',)",8
"('Staffing',)",8
"('six',)",8
"('limited',)",8
"('tourism',)",8
"('2016',)",8
"('respondents',)",8
"('finding',)",8
"('out',)",8
"('vacancy',)",8
"('such',)",8
"('decreased',)",8
"('region',)",8
"('again',)",8
"('interest',)",8
"('mortgages',)",8
"('machinery',)",8
"('metals',)",8
"('seasonal',)",8
"('hospitality',)",8
"('announced',)",8
"('Business',)",7
"('especially',)",7
"('cargo',)",7
"('noting',)",7
"('toward',)",7
"('used',)",7
"('Tourism',)",7
"('nonresidential',)",7
"('commodity',)",7
"('coal',)",7
"('tightening',)",7
"('source',)",7
"('producers',)",7
"('weaker',)",7
"('expressed',)",7
"('traffic',)",7
"('stores',)",7
"('near',)",7
"('driven',)",7
"('part',)",7
"('travel',)",7
"('existing',)",7
"('CI',)",7
"('crop',)",7
"('two',)",7
"('past',)",7
"('plan',)",7
"('local',)",7
"('risen',)",7
"('grow',)",7
"('space',)",7
"('buyer',)",7
"('states',)",7
"('buyers',)",7
"('parts',)",7
"('banking',)",7
"('according',)",7
"('industries',)",7
"('uptick',)",7
"('being',)",6
"('apparel',)",6
"('motor',)",6
"('shift',)",6
"('relative',)",6
"('harvests',)",6
"('companies',)",6
"('experienced',)",6
"('downward',)",6
"('product',)",6
"('pricing',)",6
"('holiday',)",6
"('aggressive',)",6
"('pickup',)",6
"('less',)",6
"('international',)",6
"('solid',)",6
"('customers',)",6
"('where',)",6
"('Natural',)",6
"('soybeans',)",6
"('trade',)",6
"('Hurricane',)",6
"('Matthew',)",6
"('hold',)",6
"('back',)",6
"('exports',)",6
"('There',)",6
"('these',)",6
"('An',)",6
"('Employment',)",6
"('payrolls',)",6
"('As',)",6
"('building',)",6
"('end',)",6
"('Two',)",6
"('pay',)",6
"('hotels',)",6
"('manufacturer',)",6
"('fall',)",6
"('economic',)",6
"('sluggish',)",6
"('upstate',)",6
"('throughout',)",6
"('except',)",6
"('tight',)",6
"('selling',)",6
"('skilled',)",6
"('ahead',)",6
"('banks',)",6
"('addition',)",6
"('off',)",6
"('primarily',)",6
"('contractors',)",6
"('goods',)",6
"('elevated',)",6
"('builders',)",6
"('material',)",6
"('shortages',)",6
"('According',)",6
"('Virginia',)",6
"('North',)",6
"('slowdown',)",6
"('Loan',)",6
"('MinneapolisSt',)",6
"('Paul',)",6
"('Wisconsin',)",6
"('technology',)",5
"('port',)",5
"('starts',)",5
"('remaining',)",5
"('potential',)",5
"('changes',)",5
"('shipping',)",5
"('trucking',)",5
"('stronger',)",5
"('Consumer',)",5
"('characterized',)",5
"('suggested',)",5
"('yearearlier',)",5
"('light',)",5
"('if',)",5
"('including',)",5
"('Auto',)",5
"('improvements',)",5
"('yields',)",5
"('above',)",5
"('five',)",5
"('incomes',)",5
"('pick',)",5
"('hours',)",5
"('openings',)",5
"('twelve',)",5
"('cost',)",5
"('top',)",5
"('All',)",5
"('sold',)",5
"('hires',)",5
"('need',)",5
"('leisure',)",5
"('indicate',)",5
"('now',)",5
"('seeing',)",5
"('every',)",5
"('result',)",5
"('stayed',)",5
"('qualified',)",5
"('revenue',)",5
"('greater',)",5
"('see',)",5
"('significantly',)",5
"('volume',)",5
"('While',)",5
"('moving',)",5
"('equity',)",5
"('healthy',)",5
"('heavy',)",5
"('described',)",5
"('weakness',)",5
"('northern',)",5
"('strengthened',)",5
"('anticipate',)",5
"('bit',)",5
"('month',)",5
"('relatively',)",5
"('financial',)",5
"('recently',)",5
"('along',)",5
"('faster',)",5
"('received',)",5
"('20',)",5
"('offset',)",5
"('Yeartodate',)",5
"('when',)",5
"('continues',)",5
"('almost',)",5
"('environment',)",5
"('factors',)",5
"('net',)",5
"('foreign',)",5
"('Energy',)",5
"('Carolina',)",5
"('large',)",5
"('edged',)",5
"('utilization',)",5
"('Sioux',)",5
"('Falls',)",5
"('Houston',)",5
"('hightech',)",4
"('Banking',)",4
"('improvement',)",4
"('income',)",4
"('drilling',)",4
"('upward',)",4
"('fabricated',)",4
"('concern',)",4
"('exception',)",4
"('concerns',)",4
"('hand',)",4
"('Internet',)",4
"('providers',)",4
"('national',)",4
"('Retailers',)",4
"('warm',)",4
"('situation',)",4
"('online',)",4
"('sellers',)",4
"('term',)",4
"('factor',)",4
"('continuing',)",4
"('decreasing',)",4
"('Finance',)",4
"('mortgage',)",4
"('Agriculture',)",4
"('Resources',)",4
"('impact',)",4
"('million',)",4
"('slowly',)",4
