NGram,Frequency
"('in', 'the')",146
"('continued', 'to')",102
"('at', 'a')",57
"('real', 'estate')",56
"('over', 'the')",46
"('of', 'the')",42
"('since', 'the')",42
"('the', 'previous')",35
"('a', 'year')",33
"('growth', 'in')",31
"('reported', 'that')",31
"('a', 'modest')",31
"('demand', 'for')",27
"('the', 'last')",26
"('previous', 'report')",23
"('reporting', 'period')",23
"('from', 'the')",23
"('to', 'the')",23
"('contacts', 'reported')",23
"('to', 'be')",22
"('the', 'District')",22
"('increase', 'in')",22
"('indicated', 'that')",21
"('last', 'report')",21
"('during', 'the')",21
"('the', 'next')",21
"('modest', 'pace')",20
"('increases', 'in')",20
"('in', 'recent')",20
"('year', 'ago')",19
"('sales', 'and')",18
"('moderate', 'pace')",18
"('a', 'moderate')",18
"('to', 'rise')",18
"('noted', 'that')",17
"('picked', 'up')",17
"('activity', 'in')",17
"('activity', 'was')",16
"('compared', 'with')",16
"('construction', 'activity')",16
"('an', 'increase')",16
"('in', 'most')",15
"('commercial', 'real')",15
"('due', 'to')",15
"('home', 'sales')",15
"('prices', 'were')",15
"('with', 'a')",14
"('pace', 'of')",14
"('to', 'expand')",14
"('contacts', 'in')",14
"('recent', 'weeks')",14
"('to', 'a')",14
"('Economic', 'Activity')",13
"('in', 'September')",13
"('to', 'increase')",13
"('on', 'balance')",13
"('estate', 'activity')",13
"('increased', 'slightly')",13
"('and', 'Wages')",13
"('have', 'been')",13
"('from', 'a')",13
"('and', 'the')",13
"('Hurricane', 'Harvey')",13
"('firms', 'reported')",13
"('that', 'the')",13
"('for', 'the')",13
"('year', 'earlier')",13
"('pace', 'in')",13
"('were', 'up')",13
"('noted', 'a')",13
"('the', 'prior')",13
"('the', 'reporting')",13
"('on', 'the')",12
"('with', 'the')",12
"('manufacturing', 'and')",12
"('majority', 'of')",12
"('selling', 'prices')",12
"('prices', 'increased')",12
"('was', 'flat')",12
"('little', 'changed')",12
"('of', 'Economic')",12
"('contact', 'in')",12
"('across', 'the')",12
"('Demand', 'for')",12
"('economic', 'conditions')",12
"('prices', 'continued')",11
"('residential', 'real')",11
"('remained', 'strong')",11
"('since', 'our')",11
"('in', 'both')",11
"('the', 'manufacturing')",11
"('change', 'in')",11
"('prices', 'for')",11
"('compared', 'to')",11
"('reported', 'a')",11
"('last', 'year')",11
"('New', 'York')",11
"('to', 'report')",11
"('six', 'months')",11
"('new', 'orders')",11
"('relative', 'to')",11
"('nonfinancial', 'services')",10
"('wage', 'pressures')",10
"('On', 'balance')",10
"('and', 'prices')",10
"('orders', 'and')",10
"('pickup', 'in')",10
"('little', 'change')",10
"('than', 'a')",10
"('a', 'slight')",10
"('has', 'been')",10
"('Contacts', 'in')",10
"('modest', 'growth')",10
"('next', 'six')",10
"('the', 'same')",10
"('expected', 'to')",10
"('Growth', 'in')",9
"('Economic', 'activity')",9
"('expand', 'at')",9
"('prices', 'rose')",9
"('activity', 'continued')",9
"('continued', 'at')",9
"('auto', 'sales')",9
"('increased', 'modestly')",9
"('labor', 'market')",9
"('our', 'previous')",9
"('and', 'a')",9
"('said', 'that')",9
"('half', 'of')",9
"('in', 'sales')",9
"('sales', 'were')",9
"('in', 'demand')",9
"('the', 'retail')",9
"('the', 'past')",9
"('and', 'contacts')",9
"('South', 'Dakota')",9
"('Reports', 'from')",8
"('activity', 'increased')",8
"('of', 'growth')",8
"('were', 'mixed')",8
"('related', 'to')",8
"('and', 'construction')",8
"('pace', 'since')",8
"('labor', 'markets')",8
"('to', 'grow')",8
"('retail', 'sales')",8
"('previous', 'reporting')",8
"('sales', 'growth')",8
"('was', 'little')",8
"('rose', 'modestly')",8
"('manufacturing', 'sector')",8
"('sector', 'continued')",8
"('Activity', 'in')",8
"('reported', 'modest')",8
"('estate', 'contacts')",8
"('the', 'recent')",8
"('reported', 'an')",8
"('end', 'of')",8
"('number', 'of')",8
"('pressure', 'on')",8
"('more', 'information')",8
"('information', 'about')",8
"('about', 'District')",8
"('District', 'economic')",8
"('conditions', 'visit')",8
"('input', 'prices')",8
"('modestly', 'in')",8
"('in', 'new')",8
"('recent', 'hurricanes')",8
"('because', 'of')",8
"('of', 'a')",8
"('oil', 'and')",8
"('and', 'gas')",8
"('higher', 'than')",8
"('loan', 'demand')",8
"('by', 'the')",8
"('Federal', 'Reserve')",7
"('the', 'pace')",7
"('Harvey', 'and')",7
"('and', 'tourism')",7
"('up', 'slightly')",7
"('conditions', 'were')",7
"('particularly', 'in')",7
"('transportation', 'and')",7
"('markets', 'have')",7
"('reports', 'of')",7
"('Hurricane', 'Irma')",7
"('consumer', 'spending')",7
"('have', 'continued')",7
"('Retail', 'sales')",7
"('wholesale', 'trade')",7
"('business', 'services')",7
"('reported', 'strong')",7
"('that', 'they')",7
"('the', 'year')",7
"('six', 'weeks')",7
"('3', 'percent')",7
"('the', 'first')",7
"('lower', 'than')",7
"('late', 'August')",7
"('throughout', 'the')",7
"('of', 'new')",7
"('period', 'and')",7
"('services', 'and')",7
"('and', 'were')",7
"('September', 'and')",7
"('Estate', 'and')",7
"('and', 'Construction')",7
"('and', 'industrial')",7
"('the', 'current')",7
"('Beige', 'Book')",7
"('Book', 'period')",7
"('of', 'contacts')",7
"('grew', 'at')",7
"('increased', 'moderately')",7
"('rise', 'in')",7
"('same', 'period')",7
"('the', 'coming')",7
"('pace', 'over')",7
"('contacts', 'expected')",7
"('increased', 'in')",6
"('moderately', 'in')",6
"('commercial', 'construction')",6
"('was', 'up')",6
"('inventory', 'levels')",6
"('slightly', 'overall')",6
"('was', 'generally')",6
"('growth', 'was')",6
"('were', 'mostly')",6
"('business', 'contacts')",6
"('about', 'the')",6
"('grew', 'modestly')",6
"('Commercial', 'real')",6
"('pressures', 'were')",6
"('to', 'see')",6
"('lack', 'of')",6
"('signs', 'of')",6
"('District', 'continued')",6
"('a', 'pickup')",6
"('were', 'reported')",6
"('unchanged', 'from')",6
"('Residential', 'real')",6
"('than', 'in')",6
"('reported', 'little')",6
"('they', 'have')",6
"('remained', 'steady')",6
"('that', 'sales')",6
"('gains', 'in')",6
"('first', 'half')",6
"('Real', 'Estate')",6
"('prices', 'and')",6
"('on', 'prices')",6
"('no', 'change')",6
"('in', 'activity')",6
"('Consumer', 'spending')",6
"('the', 'market')",6
"('in', 'upstate')",6
"('upstate', 'New')",6
"('reported', 'moderate')",6
"('generally', 'reported')",6
"('inventories', 'were')",6
"('New', 'Jersey')",6
"('for', 'commercial')",6
"('of', 'firms')",6
"('August', 'and')",6
"('and', 'September')",6
"('as', 'well')",6
"('well', 'as')",6
"('yearago', 'levels')",6
"('moderate', 'growth')",6
"('the', 'hurricane')",6
"('demand', 'in')",6
"('sales', 'of')",6
"('sales', 'to')",6
"('in', 'late')",6
"('MinneapolisSt', 'Paul')",6
"('past', 'six')",6
"('and', 'Irma')",5
"('in', 'some')",5
"('energy', 'and')",5
"('and', 'nonfinancial')",5
"('vehicle', 'sales')",5
"('Residential', 'construction')",5
"('sales', 'in')",5
"('demand', 'was')",5
"('the', 'energy')",5
"('were', 'also')",5
"('input', 'costs')",5
"('in', 'manufacturing')",5
"('and', 'IT')",5
"('rise', 'moderately')",5
"('estate', 'markets')",5
"('price', 'pressures')",5
"('modestly', 'since')",5
"('the', 'labor')",5
"('by', 'Hurricane')",5
"('and', 'production')",5
"('modest', 'rate')",5
"('and', 'real')",5
"('close', 'to')",5
"('to', 'improve')",5
"('continues', 'to')",5
"('most', 'sectors')",5
"('and', 'wholesale')",5
"('most', 'contacts')",5
"('flat', 'and')",5
"('remained', 'low')",5
"('and', 'business')",5
"('First', 'District')",5
"('services', 'firms')",5
"('report', 'with')",5
"('leasing', 'activity')",5
"('price', 'increases')",5
"('5', 'percent')",5
"('10', 'percent')",5
"('also', 'reported')",5
"('percent', 'to')",5
"('the', 'end')",5
"('the', 'high')",5
"('of', 'our')",5
"('but', 'still')",5
"('for', 'new')",5
"('decline', 'in')",5
"('and', 'for')",5
"('reported', 'increases')",5
"('for', 'both')",5
"('business', 'activity')",5
"('rise', 'at')",5
"('up', 'from')",5
"('up', 'further')",5
"('In', 'the')",5
"('home', 'prices')",5
"('multifamily', 'construction')",5
"('and', 'Finance')",5
"('new', 'home')",5
"('construction', 'and')",5
"('prior', 'period')",5
"('the', 'period')",5
"('contacts', 'generally')",5
"('and', 'shipments')",5
"('in', 'August')",5
"('activity', 'remained')",5
"('for', 'some')",5
"('the', 'construction')",5
"('of', '2017')",5
"('slowdown', 'in')",5
"('vacancy', 'rates')",5
"('continue', 'to')",5
"('coming', 'months')",5
"('contacts', 'noted')",5
"('but', 'remained')",5
"('the', 'remainder')",5
"('remainder', 'of')",5
"('the', 'impact')",5
"('were', 'down')",5
"('period', 'last')",5
"('after', 'the')",5
"('A', 'contact')",5
"('professional', 'and')",5
"('in', 'Little')",5
"('Little', 'Rock')",5
"('declined', 'slightly')",5
"('moderately', 'since')",5
"('at', 'the')",4
